Id,Score
152,5.000000
153,5.000000
154,5.000000
155,5.000000
156,4.283880
157,5.000000
158,4.316162
159,4.843076
160,4.572316
161,4.013642
162,4.029352
163,4.107060
164,2.701928
165,2.023873
166,3.003668
167,4.343429
168,1.000000
169,3.073398
170,3.486514
171,2.493329
172,4.360909
173,3.276812
174,3.410653
175,3.654525
176,4.170606
177,3.944766
178,3.853594
179,3.857617
180,4.990761
181,2.040059
182,2.036739
183,4.152315
184,2.983738
185,3.339935
186,3.304075
187,1.429677
188,4.037055
189,4.023028
190,4.090480
191,4.939136
192,2.010501
193,3.896954
194,3.948524
195,2.777292
196,3.081568
197,3.833057
198,2.697464
199,3.103679
200,3.366989
201,2.102144
202,4.120814
203,2.961381
204,3.600378
205,2.967348
206,1.035852
207,1.355927
208,3.439594
209,3.333215
210,2.729922
211,3.792780
212,3.749608
213,3.747299
214,3.779292
215,4.831691
216,2.109927
217,2.904049
218,4.108016
219,4.381054
220,3.183244
221,4.077240
222,4.199127
223,4.176695
224,4.143034
225,2.644874
226,3.601892
227,3.164145
228,3.655197
229,4.181910
230,3.465103
231,4.876671
232,4.919773
233,2.954487
234,4.875644
235,4.582088
236,5.000000
237,4.838205
238,4.439201
239,3.683013
240,4.067646
241,3.630949
242,4.534750
243,4.392788
244,3.684369
245,4.586359
246,3.545391
247,4.557092
248,3.821239
249,3.652869
250,4.391320
251,3.910237
252,2.922933
253,2.102154
254,3.849979
255,3.996137
256,2.768943
257,2.770220
258,2.413521
259,1.000000
260,3.025483
261,3.247444
262,4.563168
263,2.995323
264,2.974693
265,1.695755
266,3.030606
267,3.192593
268,3.016919
269,1.715234
270,1.882750
271,3.864339
272,3.773702
273,3.682734
274,3.869585
275,4.883399
276,3.232037
277,3.737172
278,2.801086
279,3.789398
280,2.961968
281,4.017564
282,2.152605
283,2.063734
284,3.503391
285,3.339786
286,2.375657
287,3.049543
288,3.222023
289,3.384405
290,2.619952
291,4.608491
292,4.643514
293,1.000000
294,4.331850
295,4.087253
296,1.992426
297,2.528054
298,4.065846
299,3.261165
300,4.455583
301,2.957597
302,3.070925
303,3.107091
304,4.453026
305,4.669791
306,4.414431
307,4.541882
308,2.729749
309,3.689293
310,2.852163
311,3.332519
312,2.803648
313,4.098223
314,3.090726
315,2.958829
316,4.129730
317,3.707062
318,3.499396
319,3.835083
320,3.812057
321,5.000000
322,3.789049
323,3.764020
324,3.705054
325,3.645498
326,3.709826
327,3.969239
328,3.591024
329,3.770316
330,3.991220
331,5.000000
332,3.639415
333,2.742162
334,1.306486
335,5.000000
336,2.582599
337,1.301506
338,3.299300
339,2.487597
340,2.214640
341,1.882323
342,1.000000
343,2.499564
344,2.934542
345,3.775750
346,3.722417
347,2.340203
348,3.599733
349,2.625567
350,3.153280
351,5.000000
352,5.000000
353,4.039109
354,2.074728
355,3.918384
356,3.745674
357,4.006295
358,2.639612
359,5.000000
360,4.718750
361,4.725098
362,3.407662
363,3.542526
364,3.560817
365,4.345681
366,3.429857
367,3.626611
368,3.706015
369,1.856521
370,3.630076
371,4.118070
372,2.676276
373,2.691252
374,3.619422
375,4.471459
376,4.328525
377,4.611619
378,3.435992
379,3.864879
380,2.147249
381,4.021020
382,4.015199
383,3.879174
384,4.021593
385,4.198734
386,4.261889
387,4.255727
388,3.920652
389,1.000000
390,2.189724
391,2.378878
392,1.021020
393,3.295453
394,1.000000
395,2.823478
396,2.728247
397,2.853163
398,2.945539
399,3.293916
400,3.843102
401,3.272299
402,2.214935
403,3.334776
404,3.994396
405,3.264898
406,2.990642
407,3.676716
408,3.844231
409,2.173511
410,2.750314
411,4.849252
412,4.925543
413,4.014969
414,3.764942
415,4.059384
416,3.721894
417,3.832544
418,4.087089
419,4.473144
420,3.918736
421,2.823071
422,4.495602
423,2.746199
424,1.121506
425,4.624543
426,3.626657
427,3.638961
428,4.612007
429,3.874346
430,3.888074
431,4.428340
432,4.392768
433,2.649667
434,4.507885
435,3.553175
436,3.830532
437,3.463683
438,3.721701
439,3.950389
440,3.562755
441,3.514462
442,4.485080
443,2.516161
444,3.486258
445,4.508587
446,3.373998
447,3.878600
448,3.303374
449,3.640269
450,3.403765
451,4.285300
452,3.641036
453,4.266570
454,3.169711
455,3.960478
456,3.655507
457,3.713040
458,3.769960
459,4.092700
460,3.241729
461,3.978310
462,3.385922
463,3.368742
464,4.011193
465,3.566621
466,2.845458
467,3.558808
468,3.654278
469,2.256533
470,5.000000
471,4.767308
472,3.717474
473,2.799559
474,3.806026
475,3.979793
476,4.464343
477,4.679281
478,4.669964
479,2.428303
480,3.167447
481,2.253606
482,2.027555
483,2.965225
484,3.824533
485,2.741856
486,3.134934
487,2.923372
488,3.238935
489,3.949882
490,1.835853
491,1.721075
492,1.001432
493,1.000000
494,2.538814
495,5.000000
496,3.814544
497,4.198223
498,3.882591
499,3.944184
500,4.892754
501,4.852871
502,3.075817
503,3.889942
504,2.513676
505,3.850616
506,4.166220
507,1.946440
508,2.276847
509,2.363708
510,3.157022
511,3.691074
512,3.093924
513,3.669178
514,3.855564
515,4.238300
516,4.055719
517,5.000000
518,3.951928
519,4.717288
520,3.281862
521,2.834145
522,4.688235
523,4.467062
524,4.566776
525,3.556638
526,4.443259
527,3.513708
528,3.812136
529,3.712903
530,5.000000
531,3.949567
532,4.892188
533,3.831794
534,4.366128
535,4.156281
536,3.546651
537,4.082036
538,3.486806
539,3.692312
540,3.734947
541,3.590319
542,4.603285
543,3.656519
544,1.421497
545,3.764143
546,3.151744
547,2.507600
548,3.254780
549,3.407781
550,1.217317
551,2.709472
552,4.397204
553,3.518023
554,3.506119
555,3.889909
556,4.032753
557,3.877547
558,4.050116
559,4.005658
560,3.982596
561,3.615162
562,3.596364
563,4.554941
564,1.694893
565,3.994346
566,4.063255
567,3.961873
568,3.649270
569,3.047799
570,3.483830
571,4.501776
572,4.598487
573,4.341707
574,3.620809
575,4.540752
576,3.431373
577,4.450985
578,4.538121
579,4.916531
580,3.297086
581,4.183333
582,3.103252
583,4.957006
584,4.742230
585,3.392248
586,4.017701
587,4.035274
588,4.463655
589,3.547733
590,3.642417
591,4.541910
592,3.740489
593,4.600049
594,3.681450
595,3.830565
596,4.021766
597,4.438126
598,4.484304
599,4.490302
600,4.671660
601,1.000000
602,3.168446
603,3.162214
604,2.850440
605,3.050756
606,3.397301
607,3.494163
608,3.097324
609,3.007022
610,2.883067
611,4.500925
612,1.084269
613,3.217412
614,3.283955
615,3.363132
616,3.493304
617,3.629008
618,3.003186
619,3.898619
620,2.935818
621,3.477138
622,3.368985
623,3.361703
624,3.641422
625,3.803619
626,3.219117
627,2.907295
628,3.664360
629,2.535608
630,3.346066
631,4.004920
632,4.547309
633,3.817418
634,3.828827
635,3.751341
636,3.624894
637,3.701034
638,3.699162
639,4.102560
640,3.755244
641,3.487787
642,3.405032
643,2.874714
644,4.312129
645,2.429281
646,4.689505
647,4.342519
648,4.183159
649,4.827259
650,4.486799
651,4.136695
652,3.263509
653,3.736315
654,4.104245
655,3.322617
656,4.227445
657,3.657680
658,3.673964
659,3.793129
660,2.136101
661,4.689759
662,5.000000
663,3.736650
664,3.029861
665,3.988439
666,2.846169
667,3.819874
668,1.000000
669,2.441691
670,2.312001
671,3.140923
672,2.854470
673,1.838295
674,4.908849
675,3.701275
676,1.070331
677,2.505461
678,2.351051
679,2.487244
680,2.340440
681,5.000000
682,4.199143
683,5.000000
684,5.000000
685,3.075922
686,5.000000
687,4.970392
688,4.670531
689,3.030241
690,4.005507
691,4.349181
692,4.234351
693,3.365283
694,2.339312
695,3.772267
696,3.744582
697,3.477502
698,4.029286
699,3.567691
700,4.273911
701,2.947601
702,3.714921
703,2.918097
704,2.688264
705,3.759311
706,3.803761
707,3.988292
708,4.578421
709,3.796586
710,4.407641
711,4.119731
712,2.190092
713,3.157263
714,3.930227
715,3.087687
716,4.018703
717,3.942686
718,4.489105
719,4.178210
720,4.189714
721,4.114232
722,3.116987
723,1.321079
724,4.249220
725,3.333417
726,3.975778
727,3.997296
728,4.166974
729,3.408216
730,4.781894
731,4.254230
732,4.324953
733,4.691012
734,3.615684
735,5.000000
736,1.758749
737,4.087627
738,4.045487
739,4.045191
740,5.000000
741,4.018200
742,2.864881
743,4.888936
744,2.863851
745,3.152902
746,3.192460
747,3.122139
748,3.990051
749,3.262679
750,5.000000
751,4.108595
752,2.054180
753,4.400813
754,3.695840
755,4.621970
756,3.250852
757,4.067437
758,4.039624
759,4.183252
760,3.495744
761,3.221229
762,4.123252
763,1.953686
764,4.218491
765,4.213139
766,4.086478
767,3.337034
768,3.814580
769,3.956886
770,3.202545
771,3.092732
772,3.000483
773,5.000000
774,3.343104
775,3.750329
776,2.515766
777,3.576416
778,2.942644
779,3.800051
780,3.893841
781,4.788657
782,4.804250
783,4.232487
784,4.083170
785,4.189861
786,3.024583
787,4.192875
788,3.726122
789,3.783994
790,3.475823
791,4.540492
792,4.766642
793,3.593156
794,4.584201
795,3.515938
796,4.816919
797,3.984336
798,3.395226
799,3.978139
800,4.110246
801,3.096914
802,5.000000
803,4.029881
804,3.210229
805,2.974789
806,4.028226
807,3.942138
808,3.615307
809,3.316933
810,4.495544
811,3.126348
812,3.344855
813,4.144754
814,3.168016
815,3.368882
816,3.316266
817,3.193128
818,3.249718
819,3.086717
820,4.063722
821,1.594795
822,2.934714
823,3.746915
824,2.820137
825,3.765707
826,4.014512
827,4.211337
828,4.306044
829,4.264830
830,4.126931
831,4.885497
832,3.366217
833,4.167032
834,3.639786
835,3.420176
836,4.069616
837,4.142799
838,3.380967
839,3.625003
840,3.128300
841,3.040658
842,3.210943
843,4.147656
844,2.899953
845,3.941229
846,3.858396
847,4.184568
848,3.541768
849,4.088885
850,4.326058
851,4.021020
852,2.628052
853,2.628944
854,3.020360
855,2.805209
856,3.955573
857,2.760022
858,3.491714
859,2.798147
860,3.635730
861,3.188703
862,5.000000
863,4.196115
864,4.011179
865,3.991517
866,3.983402
867,3.406808
868,3.774551
869,3.592553
870,3.838997
871,3.403918
872,3.788525
873,3.949379
874,4.160512
875,3.664467
876,4.262713
877,4.163719
878,2.577281
879,5.000000
880,5.000000
881,2.767494
882,5.000000
883,4.962939
884,4.955600
885,4.058864
886,4.619390
887,3.948184
888,3.020480
889,4.981709
890,3.289682
891,3.536054
892,4.085073
893,3.655810
894,4.052314
895,4.281715
896,4.500510
897,4.807141
898,4.748976
899,3.483132
900,4.678392
901,4.143603
902,4.957548
903,4.087566
904,2.185069
905,3.659803
906,3.803163
907,3.904434
908,3.906476
909,3.958387
910,2.291615
911,3.425812
912,4.395895
913,4.489759
914,3.213672
915,3.428651
916,5.000000
917,3.235948
918,3.393542
919,2.199343
920,2.294508
921,3.797791
922,2.786285
923,4.019548
924,3.249594
925,1.000000
926,2.235780
927,3.145677
928,2.999358
929,1.000000
930,2.012259
931,2.404708
932,3.325402
933,3.445865
934,3.412132
935,3.261204
936,4.235312
937,4.319680
938,3.240570
939,3.755636
940,3.570838
941,4.593872
942,3.440679
943,3.542046
944,4.546818
945,1.968503
946,3.878816
947,3.532951
948,3.786774
949,4.092448
950,3.267069
951,5.000000
952,4.435574
953,4.590013
954,2.772546
955,3.552340
956,3.849138
957,3.785250
958,3.818733
959,1.735945
960,5.000000
961,4.549166
962,4.497977
963,3.632845
964,3.760464
965,3.559114
966,3.569130
967,4.663134
968,4.398755
969,4.418221
970,3.815809
971,2.038567
972,1.639137
973,1.000000
974,2.471915
975,2.555430
976,1.264113
977,4.360101
978,4.933979
979,5.000000
980,2.473106
981,2.994332
982,4.848060
983,3.881778
984,4.803453
985,4.439283
986,4.725357
987,3.632440
988,4.207591
989,3.639787
990,4.155478
991,1.986524
992,3.729334
993,3.515545
994,3.850656
995,3.658316
996,3.690059
997,4.071781
998,4.111112
999,3.971518
1000,3.750909
1001,2.764021
1002,1.483086
1003,3.494594
1004,3.453376
1005,3.657401
1006,3.028008
1007,3.150967
1008,3.697134
1009,3.203515
1010,3.725491
1011,1.681040
1012,2.747914
1013,2.684999
1014,2.680721
1015,2.956423
1016,3.113938
1017,3.357471
1018,2.924042
1019,2.879776
1020,2.942013
1021,2.396938
1022,4.078935
1023,3.588319
1024,3.118751
1025,2.398952
1026,3.812003
1027,3.105378
1028,2.818975
1029,3.702218
1030,1.000000
1031,2.681719
1032,3.039505
1033,3.038926
1034,2.497568
1035,2.741320
1036,2.899276
1037,2.417719
1038,2.266207
1039,3.147347
1040,2.689129
1041,4.021020
1042,3.989678
1043,4.258713
1044,2.086604
1045,4.365562
1046,3.811800
1047,3.356505
1048,3.776705
1049,3.627933
1050,3.880659
1051,2.751379
1052,5.000000
1053,4.342845
1054,4.322644
1055,3.769157
1056,3.894650
1057,3.761544
1058,4.510489
1059,4.546471
1060,2.572610
1061,5.000000
1062,5.000000
1063,5.000000
1064,3.200410
1065,1.903574
1066,2.453204
1067,2.879774
1068,2.632928
1069,2.120650
1070,2.867523
1071,4.421124
1072,4.242784
1073,4.267193
1074,3.259257
1075,2.285018
1076,4.212120
1077,4.553352
1078,3.397527
1079,3.114463
1080,3.697263
1081,4.545614
1082,4.710742
1083,2.595286
1084,4.525374
1085,4.215013
1086,4.213640
1087,3.156364
1088,4.161928
1089,3.113635
1090,3.711354
1091,2.443430
1092,3.526087
1093,3.433208
1094,3.327232
1095,3.247823
1096,3.352287
1097,2.139706
1098,3.153608
1099,3.011469
1100,3.720189
1101,4.025671
1102,2.113851
1103,3.811001
1104,3.949244
1105,3.971301
1106,3.872725
1107,3.574663
1108,3.671037
1109,3.948956
1110,3.066625
1111,3.885016
1112,4.350068
1113,3.801967
1114,3.962314
1115,4.068840
1116,4.352171
1117,4.124952
1118,3.793494
1119,4.148923
1120,5.000000
1121,4.409470
1122,3.699302
1123,1.930084
1124,3.446367
1125,3.690499
1126,3.459568
1127,3.516013
1128,3.673319
1129,3.758309
1130,1.770877
1131,3.139857
1132,4.271277
1133,4.294378
1134,4.342339
1135,4.297122
1136,4.286410
1137,4.271956
1138,3.948682
1139,3.951198
1140,3.782703
1141,4.678979
1142,5.000000
1143,4.669588
1144,2.353911
1145,4.789227
1146,4.407192
1147,3.606039
1148,3.437959
1149,3.587940
1150,4.694614
1151,3.093075
1152,3.473376
1153,2.808503
1154,1.157009
1155,1.561999
1156,2.986287
1157,2.950422
1158,2.978949
1159,3.416608
1160,3.989376
1161,4.895164
1162,4.928575
1163,4.702469
1164,3.932516
1165,4.881807
1166,4.758428
1167,3.962731
1168,2.975397
1169,4.401614
1170,4.072926
1171,4.801695
1172,5.000000
1173,5.000000
1174,3.870496
1175,4.706742
1176,4.591465
1177,4.612691
1178,4.862545
1179,4.698543
1180,4.629970
1181,5.000000
1182,3.636410
1183,5.000000
1184,4.142142
1185,4.159303
1186,5.000000
1187,5.000000
1188,3.300351
1189,3.406014
1190,5.000000
1191,4.414663
1192,3.337438
1193,1.950489
1194,1.645001
1195,3.290477
1196,3.148541
1197,3.406902
1198,3.060318
1199,3.479721
1200,3.779440
1201,4.731050
1202,4.371412
1203,2.948949
1204,3.490693
1205,2.880963
1206,2.693624
1207,2.783793
1208,4.167527
1209,4.528772
1210,4.124969
1211,4.199052
1212,2.917311
1213,4.193967
1214,4.073310
1215,3.587894
1216,3.762485
1217,3.893264
1218,4.076076
1219,4.099788
1220,3.714037
1221,4.139478
1222,3.217542
1223,3.254541
1224,4.288299
1225,3.627948
1226,4.050088
1227,4.221868
1228,4.243652
1229,4.265511
1230,4.639929
1231,4.960264
1232,3.848109
1233,2.907023
1234,3.844270
1235,2.913754
1236,3.761034
1237,1.666530
1238,2.971058
1239,3.120356
1240,3.336932
1241,4.464944
1242,4.047354
1243,3.894154
1244,4.722336
1245,4.793973
1246,3.945952
1247,3.391682
1248,3.989028
1249,3.957050
1250,1.195959
1251,5.000000
1252,5.000000
1253,5.000000
1254,3.884981
1255,3.419996
1256,3.546702
1257,3.308478
1258,3.237192
1259,4.656675
1260,4.271611
1261,4.913522
1262,4.887799
1263,1.243209
1264,4.886693
1265,2.876371
1266,4.997387
1267,3.133127
1268,4.816226
1269,4.816226
1270,5.000000
1271,4.454410
1272,3.368202
1273,4.399195
1274,4.050499
1275,3.686876
1276,4.004189
1277,3.893912
1278,3.814801
1279,3.792578
1280,3.675956
1281,2.214896
1282,2.055659
1283,1.000000
1284,3.844069
1285,2.550440
1286,2.848583
1287,2.677826
1288,3.191482
1289,2.306130
1290,2.676574
1291,2.483232
1292,4.942228
1293,4.903021
1294,3.983418
1295,4.836301
1296,4.536759
1297,4.524813
1298,4.328929
1299,4.586308
1300,3.612524
1301,4.360798
1302,4.518418
1303,3.306778
1304,4.057981
1305,5.000000
1306,4.999010
1307,4.547335
1308,4.796846
1309,4.477843
1310,2.801247
1311,3.490912
1312,2.488975
1313,3.460472
1314,3.599868
1315,3.587649
1316,3.598925
1317,3.958980
1318,3.464303
1319,3.948846
1320,4.595693
1321,4.021020
1322,4.126494
1323,2.086604
1324,2.976552
1325,3.222218
1326,3.950883
1327,3.314839
1328,3.049389
1329,3.119644
1330,3.063694
1331,4.067184
1332,2.524620
1333,2.843446
1334,3.652534
1335,3.489981
1336,4.216573
1337,3.824044
1338,2.244039
1339,4.335199
1340,3.798642
1341,3.559266
1342,3.233981
1343,3.401145
1344,3.345821
1345,1.716460
1346,2.942454
1347,3.304440
1348,3.392445
1349,3.956907
1350,3.745915
1351,4.677817
1352,3.634283
1353,4.427946
1354,4.980514
1355,4.473789
1356,4.044896
1357,5.000000
1358,5.000000
1359,5.000000
1360,4.789919
1361,5.000000
1362,5.000000
1363,4.210361
1364,5.000000
1365,5.000000
1366,3.018851
1367,4.241076
1368,3.529586
1369,4.702755
1370,3.858811
1371,3.019040
1372,3.727383
1373,3.848991
1374,3.540255
1375,4.658085
1376,4.717137
1377,4.955791
1378,4.578729
1379,4.717992
1380,4.730758
1381,4.991775
1382,4.018196
1383,4.448510
1384,4.114321
1385,4.030340
1386,3.883113
1387,3.967092
1388,4.534153
1389,4.205962
1390,2.538275
1391,5.000000
1392,5.000000
1393,4.044538
1394,3.923620
1395,4.500673
1396,3.476810
1397,4.029538
1398,3.537075
1399,3.919091
1400,3.527955
1401,2.305493
1402,3.016524
1403,1.400696
1404,4.128775
1405,4.049874
1406,4.096691
1407,4.304715
1408,4.196901
1409,3.258155
1410,4.193333
1411,4.018006
1412,4.999559
1413,4.981875
1414,4.608369
1415,4.996390
1416,3.955943
1417,1.000000
1418,4.093753
1419,2.164285
1420,3.688067
1421,1.065584
1422,3.790091
1423,4.186399
1424,4.251575
1425,3.644147
1426,3.910938
1427,3.953302
1428,3.220298
1429,4.536074
1430,2.997530
1431,4.535277
1432,3.181841
1433,2.358116
1434,2.653622
1435,3.473369
1436,3.655645
1437,4.519930
1438,3.998392
1439,3.505534
1440,3.777956
1441,4.686481
1442,4.051542
1443,5.000000
1444,3.588276
1445,4.186619
1446,4.148157
1447,3.514136
1448,3.436837
1449,3.413262
1450,3.051772
1451,3.719110
1452,2.911348
1453,3.475958
1454,3.232116
1455,3.085386
1456,4.054415
1457,3.940407
1458,2.366545
1459,4.569420
1460,1.547871
1461,5.000000
1462,3.057869
1463,4.580397
1464,4.427262
1465,5.000000
1466,4.422329
1467,4.754076
1468,4.758431
1469,4.460266
1470,3.043128
1471,4.339492
1472,2.674544
1473,4.297622
1474,3.549734
1475,4.647926
1476,4.464870
1477,3.528948
1478,4.255972
1479,4.012393
1480,4.835902
1481,3.447256
1482,3.387280
1483,3.757254
1484,4.233571
1485,3.451108
1486,4.074509
1487,3.885460
1488,3.492206
1489,3.179371
1490,3.839319
1491,4.753670
1492,4.110390
1493,4.777645
1494,3.783514
1495,3.986705
1496,4.793180
1497,3.871263
1498,4.309316
1499,4.381257
1500,4.406068
1501,2.831844
1502,4.666359
1503,4.704482
1504,4.600913
1505,4.703751
1506,5.000000
1507,3.958500
1508,5.000000
1509,4.429494
1510,2.889956
1511,4.128260
1512,3.281024
1513,5.000000
1514,4.172360
1515,2.925760
1516,3.798062
1517,3.923421
1518,3.916545
1519,4.756194
1520,4.744112
1521,1.425382
1522,1.991784
1523,2.173482
1524,3.061196
1525,2.802735
1526,2.187768
1527,3.647413
1528,2.974833
1529,4.127110
1530,3.166001
1531,4.405800
1532,4.928861
1533,2.882323
1534,3.917421
1535,3.038556
1536,3.610629
1537,4.039866
1538,4.219360
1539,4.599676
1540,4.251636
1541,2.437417
1542,2.223795
1543,2.016232
1544,2.542288
1545,2.339591
1546,2.743897
1547,2.467558
1548,2.205686
1549,2.164641
1550,2.269744
1551,4.204622
1552,3.032620
1553,4.301980
1554,3.863045
1555,3.842018
1556,3.716672
1557,3.546108
1558,3.955255
1559,4.483168
1560,4.438341
1561,3.230256
1562,4.422526
1563,4.184183
1564,3.497524
1565,4.100153
1566,3.452830
1567,4.656634
1568,4.057956
1569,4.164092
1570,4.732270
1571,2.552536
1572,3.468999
1573,3.369920
1574,4.458886
1575,3.308315
1576,4.396717
1577,3.641316
1578,3.819191
1579,4.412481
1580,4.400356
1581,4.782005
1582,4.323455
1583,3.859497
1584,2.396589
1585,4.055591
1586,3.725017
1587,4.181702
1588,3.855404
1589,3.874827
1590,1.000000
1591,3.166675
1592,3.935700
1593,3.306702
1594,4.261817
1595,4.402211
1596,3.545296
1597,4.348220
1598,4.507679
1599,4.481769
1600,3.181902
1601,2.773638
1602,2.545654
1603,1.841745
1604,1.886729
1605,2.722354
1606,2.878221
1607,2.542161
1608,2.494374
1609,2.547034
1610,2.520724
1611,3.167118
1612,3.392890
1613,4.275066
1614,3.279512
1615,3.360309
1616,3.891164
1617,3.871376
1618,3.820209
1619,4.300312
1620,3.890615
1621,3.005148
1622,3.963312
1623,2.039667
1624,3.005223
1625,3.964915
1626,3.000625
1627,3.312315
1628,2.762984
1629,3.532522
1630,3.173753
1631,4.319218
1632,4.592129
1633,4.704337
1634,4.799062
1635,4.506709
1636,4.277072
1637,5.000000
1638,4.382668
1639,4.642825
1640,4.243203
1641,2.062290
1642,4.574719
1643,4.007536
1644,4.543437
1645,4.170104
1646,3.754153
1647,5.000000
1648,1.694999
1649,4.707309
1650,4.589156
1651,5.000000
1652,3.961112
1653,3.207652
1654,2.833562
1655,3.990190
1656,3.219077
1657,3.588118
1658,3.876820
1659,3.298887
1660,3.588269
1661,4.588366
1662,2.568389
1663,2.405337
1664,4.309002
1665,4.096250
1666,4.431068
1667,4.377216
1668,4.493563
1669,4.492820
1670,4.513999
1671,3.574124
1672,4.421434
1673,1.255668
1674,3.661690
1675,3.312530
1676,3.647637
1677,3.124081
1678,3.410502
1679,3.416572
1680,4.302717
1681,3.592670
1682,4.302301
1683,4.594110
1684,4.384883
1685,1.719315
1686,4.067861
1687,2.788001
1688,3.785740
1689,3.530326
1690,5.000000
1691,1.000000
1692,3.943188
1693,4.573755
1694,4.131247
1695,4.138420
1696,4.045109
1697,4.064252
1698,3.800040
1699,2.924805
1700,4.355864
1701,1.117560
1702,2.137056
1703,3.996831
1704,3.282664
1705,3.248269
1706,3.465679
1707,3.039573
1708,3.016369
1709,3.768023
1710,3.761671
1711,4.004821
1712,4.117551
1713,3.086529
1714,3.139124
1715,3.318725
1716,3.393412
1717,4.008468
1718,3.145987
1719,3.227790
1720,2.456006
1721,4.234981
1722,4.457902
1723,4.679259
1724,4.681783
1725,3.331756
1726,4.424187
1727,4.213302
1728,3.986843
1729,4.443484
1730,4.467175
1731,3.272805
1732,4.277872
1733,4.983496
1734,4.478148
1735,1.794066
1736,2.075497
1737,4.309998
1738,4.052420
1739,4.313475
1740,4.495542
1741,2.564578
1742,3.553431
1743,2.947365
1744,4.523220
1745,4.466345
1746,4.789774
1747,4.541677
1748,4.628883
1749,4.546227
1750,2.224865
1751,4.516216
1752,2.281034
1753,3.867553
1754,3.433069
1755,4.230144
1756,3.936529
1757,3.499015
1758,3.768672
1759,3.367713
1760,4.535989
1761,3.433941
1762,2.431165
1763,3.397321
1764,3.483285
1765,3.388029
1766,1.000000
1767,2.888922
1768,3.895172
1769,3.514849
1770,4.809920
1771,3.605582
1772,3.543336
1773,4.426741
1774,3.698652
1775,3.910959
1776,4.229791
1777,3.955825
1778,4.213333
1779,3.645648
1780,3.788763
1781,3.021020
1782,2.901930
1783,3.211443
1784,3.153310
1785,3.694893
1786,3.123871
1787,3.902975
1788,3.057831
1789,3.949126
1790,3.283448
1791,2.664149
1792,2.985054
1793,3.533499
1794,3.674484
1795,3.793160
1796,3.996005
1797,4.796175
1798,4.132574
1799,2.785044
1800,4.376081
1801,2.033894
1802,1.452996
1803,1.000000
1804,1.821304
1805,1.868339
1806,1.629855
1807,1.609632
1808,1.404445
1809,1.000000
1810,1.216865
1811,2.559527
1812,4.265545
1813,3.315092
1814,4.459932
1815,5.000000
1816,4.072693
1817,4.921554
1818,4.066090
1819,4.045549
1820,3.299785
1821,2.637344
1822,3.944724
1823,1.150361
1824,3.124522
1825,2.604260
1826,3.345211
1827,3.623093
1828,3.457977
1829,3.267046
1830,3.444173
1831,3.210450
1832,2.228735
1833,3.254101
1834,4.158211
1835,2.159214
1836,4.249166
1837,4.143557
1838,3.479799
1839,4.593313
1840,4.606840
1841,3.463628
1842,4.479839
1843,4.304372
1844,3.720676
1845,4.537053
1846,5.000000
1847,4.486265
1848,4.555806
1849,4.530699
1850,4.527402
1851,1.600771
1852,2.945004
1853,3.605046
1854,3.674264
1855,3.104251
1856,3.894232
1857,3.640862
1858,4.036440
1859,4.003657
1860,2.231515
1861,3.199275
1862,4.097699
1863,2.391398
1864,2.886419
1865,3.204053
1866,3.151478
1867,2.385215
1868,4.203772
1869,4.289036
1870,4.141975
1871,3.631929
1872,4.475948
1873,5.000000
